VehicleMake,VehicleModel,Total,PASS,PASS %,FAIL,FAIL %,Vehicle and Safety Equipment,Vehicle and Safety Equipment %,Lighting and Electrical,Lighting and Electrical %,Steering and Suspension,Steering and Suspension %,Braking Equipment,Braking Equipment %,Wheels and Tyres,Wheels and Tyres %,"Engine, Noise and Exhaust","Engine, Noise and Exhaust %",Chassis and Body,Chassis and Body %,Side Slip Test,Side Slip Test %,Suspension Test,Suspension Test %,Light test,Light test %,Brake Test,Brake Test %,Emmissions,Emmissions %,OTHER,OTHER %,Incompletable,Incompletable %
ALFA ROMEO,GTV,18.0,7.0,38.8889,11.0,61.1111,2.0,11.1111,1.0,5.5556,4.0,22.2222,2.0,11.1111,0.0,0.0,1.0,5.5556,2.0,11.1111,5.0,27.7778,0.0,0.0,2.0,11.1111,5.0,27.7778,3.0,16.6667,0.0,0.0,0.0,0.0
ALFA ROMEO,MITO,62.0,36.0,58.0645,26.0,41.9355,4.0,6.4516,6.0,9.6774,6.0,9.6774,1.0,1.6129,9.0,14.5161,2.0,3.2258,0.0,0.0,2.0,3.2258,7.0,11.2903,3.0,4.8387,2.0,3.2258,0.0,0.0,0.0,0.0,0.0,0.0
ALFA ROMEO,OTHER,382.0,156.0,40.8377,226.0,59.1623,66.0,17.2775,88.0,23.0366,107.0,28.0105,47.0,12.3037,46.0,12.0419,30.0,7.8534,29.0,7.5916,96.0,25.1309,7.0,1.8325,38.0,9.9476,48.0,12.5654,11.0,2.8796,1.0,0.2618,0.0,0.0
ALFA ROMEO,SPIDER,64.0,28.0,43.75,36.0,56.25,5.0,7.8125,8.0,12.5,11.0,17.1875,9.0,14.0625,6.0,9.375,3.0,4.6875,7.0,10.9375,12.0,18.75,2.0,3.125,2.0,3.125,13.0,20.3125,7.0,10.9375,0.0,0.0,0.0,0.0
ARDAGH,OTHER,12.0,0.0,0.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0
ASTON MARTIN,OTHER,56.0,35.0,62.5,21.0,37.5,4.0,7.1429,10.0,17.8571,0.0,0.0,2.0,3.5714,2.0,3.5714,0.0,0.0,1.0,1.7857,0.0,0.0,3.0,5.3571,1.0,1.7857,4.0,7.1429,1.0,1.7857,0.0,0.0,0.0,0.0
AUDI,100,17.0,7.0,41.1765,10.0,58.8235,2.0,11.7647,4.0,23.5294,0.0,0.0,3.0,17.6471,2.0,11.7647,3.0,17.6471,1.0,5.8824,2.0,11.7647,1.0,5.8824,2.0,11.7647,5.0,29.4118,2.0,11.7647,0.0,0.0,0.0,0.0
AUDI,80,184.0,64.0,34.7826,120.0,65.2174,34.0,18.4783,51.0,27.7174,57.0,30.9783,28.0,15.2174,34.0,18.4783,20.0,10.8696,18.0,9.7826,49.0,26.6304,14.0,7.6087,13.0,7.0652,36.0,19.5652,18.0,9.7826,2.0,1.087,0.0,0.0
AUDI,A1,454.0,340.0,74.8899,114.0,25.1101,9.0,1.9824,10.0,2.2026,4.0,0.8811,0.0,0.0,98.0,21.5859,4.0,0.8811,0.0,0.0,2.0,0.4405,3.0,0.6608,7.0,1.5419,0.0,0.0,1.0,0.2203,0.0,0.0,0.0,0.0
AUDI,A2,350.0,141.0,40.2857,209.0,59.7143,34.0,9.7143,59.0,16.8571,41.0,11.7143,47.0,13.4286,79.0,22.5714,43.0,12.2857,2.0,0.5714,23.0,6.5714,18.0,5.1429,35.0,10.0,69.0,19.7143,37.0,10.5714,0.0,0.0,0.0,0.0
AUDI,A3,10906.0,5677.0,52.0539,5229.0,47.9461,966.0,8.8575,1739.0,15.9454,1073.0,9.8386,723.0,6.6294,1965.0,18.0176,849.0,7.7847,144.0,1.3204,894.0,8.1973,420.0,3.8511,838.0,7.6838,834.0,7.6472,564.0,5.1715,65.0,0.596,4.0,0.0367
AUDI,A3 1.2,6.0,5.0,83.3333,1.0,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDI,A4,27081.0,12826.0,47.3616,14255.0,52.6384,3026.0,11.1739,5072.0,18.729,5000.0,18.4631,2242.0,8.2789,5458.0,20.1544,1334.0,4.926,516.0,1.9054,3511.0,12.9648,1539.0,5.683,2706.0,9.9922,2451.0,9.0506,1292.0,4.7709,136.0,0.5022,11.0,0.0406
AUDI,A4 1.9 TDI 100 BHP 4DR,6.0,1.0,16.6667,5.0,83.3333,2.0,33.3333,4.0,66.6667,4.0,66.6667,3.0,50.0,2.0,33.3333,1.0,16.6667,1.0,16.6667,2.0,33.3333,1.0,16.6667,2.0,33.3333,2.0,33.3333,1.0,16.6667,1.0,16.6667,0.0,0.0
AUDI,A4 1.9 TDI 130 BHP 4DR,12.0,5.0,41.6667,7.0,58.3333,1.0,8.3333,3.0,25.0,2.0,16.6667,4.0,33.3333,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.6667,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDI,A4 1.9 TDI 90BHP 5DR,4703.0,1461.0,31.0653,3242.0,68.9347,822.0,17.4782,1398.0,29.7257,1572.0,33.4255,816.0,17.3506,1080.0,22.9641,348.0,7.3995,198.0,4.2101,1168.0,24.8352,414.0,8.8029,625.0,13.2894,859.0,18.2649,300.0,6.3789,27.0,0.5741,2.0,0.0425
