VehicleMake,VehicleModel,Total,PASS,PASS %,FAIL,FAIL %,Vehicle and Safety Equipment,Vehicle and Safety Equipment %,Lighting and Electrical,Lighting and Electrical %,Steering and Suspension,Steering and Suspension %,Braking Equipment,Braking Equipment %,Wheels and Tyres,Wheels and Tyres %,"Engine, Noise and Exhaust","Engine, Noise and Exhaust %",Chassis and Body,Chassis and Body %,Side Slip Test,Side Slip Test %,Suspension Test,Suspension Test %,Light test,Light test %,Brake Test,Brake Test %,Emmissions,Emmissions %,OTHER,OTHER %,Incompletable,Incompletable %
DODGE,JOURNEY,36,9,2,27,5,20,4,11,1,11,2,2,0,5,0,1,0,0,0,12,3,0,0,2,0,3,0,2,0,1,0,0,0
DODGE,NITRO,3,0,0,3,100,3,100,0,0,0,0,1,33,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,OTHER,11,2,18,9,36,4,12,6,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,3,12,0,0,0,0,0,0
DUFFY,E250,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
FAIRWAY,DRIVER,4,2,25,2,25,1,12,0,0,0,0,1,12,1,12,1,12,0,0,0,0,0,0,1,12,1,12,0,0,0,0,0,0
FAIRWAY,OTHER,5,0,0,5,20,3,12,2,8,1,4,0,0,0,0,1,4,0,0,1,4,0,0,0,0,2,8,1,4,0,0,0,0
FERRARI,360,8,6,50,2,25,1,12,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
FERRARI,612,2,1,50,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,F430,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,36,22,25,14,24,5,10,3,6,4,7,1,2,2,5,1,2,0,0,3,6,0,0,4,7,1,0,4,5,0,0,0,0
FIAT,125,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,126,8,1,4,7,58,2,25,5,33,0,0,0,0,1,4,0,0,5,41,0,0,0,0,2,18,1,12,0,0,0,0,0,0
FIAT,127,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,131,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,500,966,557,0,409,0,63,0,82,0,96,0,21,0,248,0,13,0,6,0,59,0,60,0,49,0,37,0,21,0,7,0,0,0
FIAT,500C,6,1,4,5,45,1,4,1,16,1,4,0,0,4,41,0,0,1,4,1,4,0,0,2,20,0,0,0,0,0,0,0,0
FIAT,BARCHETTA,6,1,8,5,41,1,16,2,22,1,16,0,0,2,13,1,5,2,22,1,16,0,0,0,0,1,5,1,5,0,0,0,0
FIAT,BRAVA,151,27,1,124,3,22,0,40,0,39,1,49,1,28,0,14,0,43,0,31,0,10,0,9,0,53,0,31,0,0,0,0,0
FIAT,BRAVO,639,347,0,292,1,53,0,76,0,75,0,38,0,109,0,26,0,14,0,53,0,33,0,26,0,60,0,39,0,2,0,0,0
FIAT,CINQUECENTO,143,53,1,90,2,29,0,36,0,11,0,21,0,17,0,21,0,26,0,9,0,5,0,12,0,28,0,15,0,0,0,1,0
FIAT,COUPE,28,10,8,18,12,2,1,6,3,11,7,7,5,1,0,2,1,4,2,8,6,4,2,4,2,6,5,0,0,0,0,0,0
FIAT,CROMA,69,29,3,40,5,9,1,11,1,30,3,3,0,14,2,1,0,2,0,15,2,19,1,9,0,4,0,3,0,0,0,0,0
FIAT,DOBLO,815,376,0,439,1,94,0,123,0,169,0,29,0,91,0,44,0,17,0,117,0,67,0,84,0,38,0,70,0,0,0,17,0
FIAT,DUCATO,5,2,40,3,60,0,0,1,20,2,40,0,0,0,0,1,20,2,40,2,40,1,20,1,20,1,20,2,40,0,0,0,0
FIAT,DUCATO 2.2 TDI,1,0,0,1,100,1,100,1,100,1,100,1,100,1,100,1,100,0,0,1,100,1,100,1,100,1,100,0,0,0,0,0,0
FIAT,GRANDE PUNTO,2732,1519,0,1213,0,346,0,443,0,294,0,58,0,249,0,70,0,60,0,149,0,179,0,214,0,133,0,106,0,9,0,0,0
FIAT,IDEA,220,95,1,125,1,32,0,34,0,34,0,13,0,37,0,36,0,18,0,28,0,15,0,15,0,19,0,11,0,1,0,0,0
FIAT,MAREA,80,22,2,58,5,17,1,22,1,16,2,16,1,11,1,9,1,16,1,16,2,2,0,7,0,22,1,9,0,1,0,0,0
FIAT,MULTIPLA,293,67,1,226,2,54,0,94,0,127,1,51,0,64,0,45,0,19,0,107,0,40,0,21,0,81,0,43,0,2,0,0,0
FIAT,OTHER,126,43,8,83,14,19,1,27,2,36,4,16,4,19,3,11,0,14,2,27,4,8,0,10,0,18,6,16,3,1,0,1,0
FIAT,PALIO,1,0,0,1,100,1,100,1,100,1,100,0,0,1,100,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,0,0
FIAT,PANDA,3014,1689,0,1325,0,252,0,389,0,436,0,76,0,394,0,69,0,44,0,348,0,127,0,110,0,285,0,98,0,17,0,1,0
FIAT,PANDA 4X4 LHD 5DR,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,PUNTO,10610,3819,0,6791,0,1910,0,2332,0,1682,0,968,0,1651,0,1195,0,1922,0,786,0,821,0,925,0,1505,0,1319,0,55,0,3,0
FIAT,PUNTO EVO,13,10,20,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FIAT,QUBO,80,52,5,28,1,6,0,1,0,7,0,1,0,7,0,1,0,0,0,3,0,11,0,1,0,0,0,1,0,0,0,1,0
FIAT,REGATA,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
FIAT,RITMO,1,0,0,1,100,1,100,1,100,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0
FIAT,SCUDO,514,156,1,358,2,100,0,161,0,152,0,59,0,91,0,103,0,52,0,148,0,19,0,44,0,75,0,52,0,1,0,1,0
FIAT,SCUDO 2.0 PANORAMA 5DR,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,SCUDO LWB MJET 5DR,1,0,0,1,100,0,0,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,SCUDO SWB COMFORT MJET 90 5DR,1,0,0,1,100,0,0,1,100,1,100,1,100,1,100,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0
FIAT,SEDICI,151,95,1,56,0,5,0,15,0,23,0,6,0,6,0,5,0,3,0,21,0,16,0,1,0,6,0,1,0,0,0,0,0
FIAT,SEICENTO,1216,405,0,811,0,197,0,343,0,69,0,260,0,147,0,120,0,93,0,65,0,43,0,128,0,384,0,100,0,10,0,2,0
FIAT,SIENA 1.2 EL LHD,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0
FIAT,STILO,1703,502,0,1201,0,298,0,534,0,518,0,143,0,374,0,228,0,45,0,415,0,153,0,358,0,195,0,187,0,12,0,1,0
FIAT,TEMPRA,1,0,0,1,100,0,0,1,100,1,100,1,100,0,0,1,100,1,100,1,100,0,0,1,100,1,100,0,0,0,0,0,0
FIAT,TIPO,7,1,3,6,39,1,7,0,0,2,7,0,0,0,0,2,10,1,3,2,7,0,0,0,0,4,25,0,0,0,0,0,0
FIAT,ULYSSE,57,23,11,34,9,12,2,13,4,11,2,6,2,9,4,9,4,2,1,13,4,3,0,0,0,10,1,1,0,0,0,0,0
FIAT,UNO,13,2,6,11,55,3,19,3,10,3,10,1,7,2,5,0,0,8,37,2,6,0,0,2,7,2,11,1,7,0,0,0,0
FIAT,X 1/9,1,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
FORD,B-MAX,73,61,2,12,0,1,0,4,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0
FORD,C MAX,1096,777,0,319,0,49,0,80,0,77,0,11,0,87,0,32,0,6,0,60,0,10,0,68,0,12,0,40,0,3,0,0,0
FORD,CAPRI,57,20,7,37,8,12,3,11,2,10,1,8,1,8,2,2,0,16,2,10,1,4,0,9,1,12,2,7,1,0,0,0,0
FORD,CONSUL,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,CORTINA,21,10,14,11,13,3,4,6,9,2,5,0,0,2,2,1,0,3,3,3,6,0,0,0,0,5,9,2,0,0,0,0,0
FORD,COUGAR,33,12,3,21,8,3,0,6,4,6,1,8,4,5,1,0,0,5,1,2,0,3,3,1,0,10,5,3,0,0,0,0,0
FORD,ESCORT,599,187,1,412,2,94,0,95,0,115,0,63,0,83,0,80,0,231,0,88,0,44,0,17,0,114,0,92,0,3,0,2,0
FORD,ESCORT RS COSWORTH,3,2,50,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
FORD,ESCORT RS TURBO,10,7,31,3,18,1,5,1,5,2,8,1,10,1,3,1,3,1,3,1,5,0,0,1,5,1,10,1,5,2,8,0,0
FORD,ESCORT RS2000,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0
FORD,FIESTA,36153,18229,0,17924,0,3405,0,6732,0,4062,0,3971,0,5224,0,1918,0,4362,0,2405,0,1955,0,1555,0,5101,0,1467,0,122,0,6,0
FORD,FIESTA 1.25 16V STYLE,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FIESTA 1.25 FINESSE 5DR,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FIESTA 1.25 STYLE CLIMATE 5 DR,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FIESTA 1.25 ZETEC,8,7,81,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
FORD,FIESTA 1.25 ZETEC 82PS 3DR,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FIESTA 1.5 TDCI,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FIESTA ARGENTO 1.25,1182,675,0,507,0,95,0,213,0,118,0,112,0,152,0,37,0,83,0,84,0,54,0,55,0,119,0,30,0,2,0,0,0
FORD,FIESTA FINESSE,3,1,16,2,50,0,0,1,33,1,16,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,1,16,0,0,0,0
FORD,FIESTA GHIA 16V,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FOCUS,83832,38088,0,45744,0,7840,0,17243,0,15038,0,5695,0,12908,0,3053,0,6652,0,12190,0,4682,0,7997,0,8385,0,5492,0,350,0,32,0
FORD,FOCUS 1.4 LX 74 BHP 5DR,2,1,50,1,50,0,0,1,50,1,50,1,50,0,0,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0
FORD,FOCUS 1.6 LX 99BHP 5DR,2,0,0,2,100,2,100,2,100,1,50,0,0,0,0,0,0,1,50,1,50,0,0,1,50,1,50,0,0,0,0,0,0
FORD,FOCUS 1.6 TDCI LX 3DR,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FOCUS 1.6 ZETEC 99BHP 5DR,1,0,0,1,100,0,0,1,100,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FOCUS 1.6TDCI ZETEC CLIMATE 5D,1,0,0,1,100,0,0,1,100,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FOCUS 1.8TD DI ZETEC 90BHP 5DR,1,0,0,1,100,1,100,1,100,1,100,1,100,1,100,0,0,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0
FORD,FOCUS C-MAX,1057,455,0,602,0,82,0,175,0,250,0,36,0,169,0,71,0,17,0,184,0,98,0,138,0,48,0,84,0,1,0,0,0
FORD,FOCUS C-MAX 1.6 ZETEC 99BHP 5D,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FOCUS C-MAX 1.6TDCI ZETEC 5DR,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FOCUS LX,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,FUSION,2665,1201,0,1464,0,293,0,754,0,194,0,250,0,482,0,103,0,78,0,114,0,147,0,131,0,287,0,181,0,6,0,0,0
FORD,FUSION 1.6 5DR,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,GALAXY,6833,2573,0,4260,0,1018,0,1753,0,1551,0,955,0,1072,0,903,0,620,0,1231,0,439,0,634,0,1145,0,736,0,19,0,4,0
FORD,GALAXY 1.9 TDI LHD 87BHP 5DR,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,0,0,0,0,0,0
FORD,GRANADA,34,20,17,14,11,5,2,3,1,5,4,1,0,1,0,1,1,8,5,2,0,1,0,3,1,4,1,1,2,0,0,0,0
FORD,GRAND C-MAX,303,223,0,80,0,19,0,13,0,5,0,3,0,31,0,9,0,2,0,6,0,0,0,9,0,6,0,3,0,0,0,0,0
FORD,KA,3016,1282,0,1734,0,351,0,529,0,688,0,271,0,447,0,47,0,867,0,423,0,300,0,179,0,378,0,44,0,19,0,1,0
FORD,KA 3,13,0,0,13,7,4,2,4,2,4,2,0,0,5,2,2,1,6,3,4,2,1,0,1,0,0,0,1,0,0,0,0,0
FORD,KA2,218,55,0,163,1,32,0,42,0,54,0,24,0,51,0,7,0,115,0,39,0,22,0,12,0,61,0,16,0,2,0,0,0
FORD,KUGA,1213,782,0,431,0,55,0,119,0,107,0,14,0,81,0,35,0,9,0,19,0,66,0,108,0,9,0,15,0,1,0,4,0
FORD,MAVERICK,7,2,9,5,47,1,7,2,14,0,0,1,4,3,33,0,0,2,14,0,0,1,7,0,0,1,4,1,7,0,0,0,0
FORD,MONDEO,25446,11331,0,14115,0,2280,0,5714,0,4719,0,3181,0,3756,0,1277,0,874,0,3263,0,1669,0,2269,0,3642,0,1890,0,132,0,7,0
FORD,MONDEO 2.0 TD CI LX 130BHP 5DR,2,0,0,2,100,1,50,2,100,2,100,1,50,0,0,1,50,1,50,1,50,1,50,1,50,2,100,1,50,0,0,0,0
FORD,MONDEO LX,23,9,16,14,9,0,0,6,7,7,1,0,0,1,0,1,0,1,0,7,1,1,0,7,5,0,0,0,0,0,0,0,0
FORD,MUSTANG,1,0,0,1,100,1,100,1,100,1,100,0,0,1,100,0,0,1,100,1,100,1,100,1,100,1,100,0,0,0,0,0,0
FORD,ORION,10,2,5,8,35,1,5,0,0,1,3,1,5,2,12,1,3,4,14,3,15,0,0,1,2,4,23,2,6,0,0,0,0
FORD,OTHER,1071,411,1,660,1,236,0,265,0,151,0,106,0,191,0,62,0,155,0,110,0,58,0,80,0,153,0,78,0,8,0,1,0
FORD,PROBE,7,1,14,6,57,2,21,5,50,2,14,1,7,1,7,1,7,3,28,2,14,0,0,2,21,1,7,2,21,0,0,0,0
FORD,PUMA,534,150,0,384,0,76,0,100,0,113,0,131,0,97,0,65,0,183,0,72,0,45,0,39,0,162,0,49,0,4,0,0,0
FORD,RANGER,3,1,16,2,50,1,16,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,2,50,1,33,0,0,0,0,0,0
FORD,SCORPIO,35,17,7,18,9,4,1,5,1,7,5,3,0,5,2,0,0,10,7,4,2,1,0,0,0,6,1,4,2,0,0,0,0
FORD,SIERRA,148,61,3,87,3,28,1,33,1,38,1,22,0,30,0,20,1,40,1,31,0,9,0,12,0,29,1,21,1,0,0,0,0
FORD,SIERRA RS COSWORTH,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,S-MAX,3104,1717,0,1387,0,271,0,528,0,422,0,78,0,303,0,99,0,41,0,377,0,132,0,247,0,73,0,225,0,15,0,0,0
FORD,STREETKA,31,12,4,19,8,3,1,6,3,5,2,2,0,7,4,1,0,6,2,4,1,3,1,1,1,3,1,2,1,0,0,0,0
FORD,TAURUS,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,TOURNEO,370,154,1,216,2,51,0,82,0,41,0,32,0,48,0,36,0,48,0,33,0,13,0,18,0,45,0,25,0,0,0,6,0
FORD,TOURNEO CONNECT,5,0,0,5,60,2,30,2,20,0,0,1,10,1,10,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0
FORD,TRANSIT,243,94,1,149,6,77,2,36,1,31,1,15,0,33,1,18,1,58,2,23,1,8,0,9,0,24,0,15,0,1,0,0,0
FORD,TRANSIT 190 UNDER 12 SEATS 5DR,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
FORD,TRANSIT 260,2,1,25,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,TRANSIT TOURNEO 100,1,0,0,1,100,0,0,0,0,1,100,1,100,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0
FORD,TRANSIT U 13 SEATS 260 SWB,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSO,OTHER,2,0,0,2,100,1,50,2,100,1,50,0,0,1,50,1,50,0,0,1,50,1,50,2,100,0,0,1,50,0,0,0,0
GMC,OTHER,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOWRINGS,OTHER,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
HOLDEN,BARINA MH,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0
HOLDEN,OTHER,10,5,26,5,43,3,23,0,0,1,10,2,13,3,30,2,20,0,0,0,0,1,10,0,0,2,13,0,0,0,0,0,0
HONDA,ACCORD,7311,3540,0,3771,0,636,0,1718,0,1581,0,504,0,909,0,278,0,247,0,1252,0,98,0,597,0,656,0,243,0,42,0,3,0
HONDA,ACCORD 2.0 ES 2DR,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0
HONDA,ACCORD CL 7 4DR,1,0,0,1,100,1,100,1,100,1,100,1,100,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0
HONDA,AIRWAVE,2,1,25,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONDA,CIVIC,18950,9102,0,9848,0,2161,0,4329,0,3407,0,1495,0,2419,0,1049,0,1376,0,2789,0,725,0,1469,0,1849,0,1222,0,101,0,14,0
HONDA,CIVIC 1.4I SE OHC 3DR,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,1,100,0,0,1,100,1,100,0,0,0,0
HONDA,CIVIC 1.6I VTI JORDAN LT/ED 3D,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0
HONDA,CIVIC EK 3 4DR,2,0,0,2,100,0,0,0,0,1,50,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0
HONDA,CIVIC VTEC SE SPORT,2,1,25,1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0
HONDA,CROSSROAD,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONDA,CR-V SERIES,3605,1915,0,1690,0,342,0,712,0,532,0,253,0,280,0,127,0,120,0,367,0,165,0,181,0,232,0,143,0,18,0,18,0
HONDA,CRX,2,0,0,2,100,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,0,0
HONDA,CRZ,34,31,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONDA,EDIX,20,11,9,9,5,1,0,1,0,2,1,0,0,4,2,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0
HONDA,ELYSION,4,2,50,2,25,1,12,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONDA,FIT,557,349,1,208,0,46,0,51,0,28,0,10,0,124,0,5,0,6,0,8,0,17,0,21,0,13,0,1,0,1,0,0,0
HONDA,FREED,34,22,11,12,3,5,1,1,0,0,0,0,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HONDA,FR-V,580,369,0,211,0,38,0,95,0,55,0,20,0,60,0,8,0,17,0,23,0,5,0,19,0,20,0,9,0,0,0,0,0
HONDA,HR-V,1039,469,0,570,0,122,0,224,0,161,0,91,0,91,0,37,0,63,0,55,0,15,0,121,0,115,0,76,0,4,0,4,0
HONDA,INSIGHT,681,515,0,166,0,22,0,30,0,5,0,1,0,99,0,1,0,0,0,0,0,6,0,3,0,3,0,0,0,1,0,16,0
HONDA,INTEGRA,467,137,1,330,2,120,0,149,1,133,1,49,0,68,0,71,0,38,0,94,0,34,0,65,0,79,0,108,0,1,0,0,0
HONDA,JAZZ,3244,2152,0,1092,0,190,0,398,0,122,0,246,0,298,0,52,0,70,0,82,0,29,0,83,0,271,0,79,0,7,0,2,0
HONDA,LEGEND,26,18,31,8,10,1,1,3,3,4,5,2,2,1,0,1,1,1,1,3,4,1,1,0,0,2,2,0,0,0,0,0,0
HONDA,MOBILIO,13,8,33,5,12,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
HONDA,ODYSSEY,5,1,20,4,80,0,0,2,40,0,0,1,20,1,20,0,0,0,0,0,0,0,0,1,20,0,0,1,20,0,0,0,0
HONDA,OTHER,622,302,1,320,1,70,0,119,0,92,0,52,0,68,0,39,0,54,0,55,0,22,0,57,0,57,0,28,0,2,0,1,0
HONDA,PRELUDE,113,41,4,72,8,18,2,30,2,22,2,6,1,14,1,10,1,10,1,21,2,3,0,12,0,23,2,17,1,0,0,1,0
HONDA,S2000,118,59,4,59,4,18,1,28,1,6,0,9,0,4,0,2,0,5,0,11,0,3,0,10,0,9,0,9,0,0,0,0,0
HONDA,SHUTTLE,6,2,25,4,41,2,16,1,8,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONDA,SMX,2,0,0,2,50,1,25,0,0,1,25,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0
HONDA,STEPWAGON,93,56,4,37,5,10,1,10,1,8,1,1,0,17,1,1,0,2,0,3,0,4,0,3,0,2,0,1,0,0,0,0,0
HONDA,STREAM,961,454,0,507,0,117,0,172,0,117,0,34,0,182,0,20,0,44,0,78,0,67,0,68,0,34,0,32,0,3,0,0,0
HONDA,STREAM 1.7 MPV 5DR,2,0,0,2,50,0,0,1,25,1,25,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONDA,TORNEO CLI 4DR,2,0,0,2,50,0,0,2,50,2,50,0,0,1,25,1,25,0,0,1,25,1,25,0,0,0,0,1,25,0,0,0,0
HUMMER,H1,3,0,0,3,66,2,33,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0
HUMMER,H2,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,0,0
HUMMER,OTHER,3,1,33,2,33,2,33,1,16,0,0,0,0,2,33,0,0,0,0,1,16,0,0,0,0,0,0,0,0,2,33,0,0
HYUNDAI,ACCENT,5861,2127,0,3734,0,836,0,1293,0,822,0,1203,0,957,0,830,0,515,0,519,0,292,0,319,0,1665,0,559,0,17,0,0,0
HYUNDAI,AMICA,51,17,4,34,9,8,2,13,3,5,1,13,4,12,2,6,1,3,1,11,2,0,0,5,1,15,4,6,1,0,0,0,0
HYUNDAI,ATOZ,850,272,0,578,0,151,0,242,0,140,0,155,0,208,0,95,0,59,0,149,0,10,0,79,0,221,0,62,0,4,0,0,0
HYUNDAI,COUPE,455,248,0,207,0,29,0,63,0,35,0,22,0,59,0,10,0,4,0,28,0,11,0,11,0,73,0,14,0,0,0,0,0
HYUNDAI,COUPE FX,28,7,2,21,8,3,0,9,3,1,0,4,2,9,5,2,2,2,2,1,0,2,0,2,0,6,3,2,0,1,1,0,0
HYUNDAI,ELANTRA,284,100,1,184,2,39,1,54,1,29,0,54,0,39,0,32,0,20,0,19,0,6,0,35,0,90,1,40,0,0,0,0,0
HYUNDAI,GETZ,2316,1142,0,1174,0,188,0,406,0,170,0,189,0,271,0,295,0,121,0,72,0,122,0,114,0,194,0,269,0,10,0,1,0
HYUNDAI,GETZ 1.1 GSI 3DR,2,1,25,1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYUNDAI,GRANDEUR,8,4,25,4,25,0,0,3,20,1,4,0,0,0,0,0,0,0,0,1,4,0,0,1,4,2,8,0,0,0,0,0,0
HYUNDAI,I10,862,637,0,225,0,38,0,85,0,26,0,6,0,71,0,7,0,5,0,20,0,5,0,20,0,29,0,4,0,2,0,0,0
HYUNDAI,I20,1336,1050,0,286,0,44,0,136,0,18,0,17,0,50,0,8,0,6,0,12,0,14,0,54,0,37,0,9,0,1,0,0,0
HYUNDAI,I30,5232,3751,0,1481,0,201,0,604,0,236,0,103,0,363,0,14,0,42,0,169,0,56,0,117,0,229,0,89,0,5,0,4,0
HYUNDAI,I40,2083,1634,0,449,0,98,0,77,0,66,0,38,0,110,0,8,0,8,0,55,0,19,0,101,0,41,0,43,0,3,0,2,0
